GeneID,Chr,Start,End,Strand,Length,HI.3202.005.Index_10.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d2.bam,HI.3202.005.Index_11.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d3.bam,HI.3202.005.Index_1.BM_Ctrl.NAB2.PrA.CSL4.URA.d1.bam,HI.3202.005.Index_20.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_21.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_22.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_23.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_25.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_27.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_3.BM_Ctrl.NAB2.PrA.CSL4.URA.d2.bam,HI.3202.005.Index_8.BM_Ctrl.NAB2.PrA.CSL4.URA.d3.bam,HI.3202.005.Index_9.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d1.bam,HI.3758.002.Index_12.BM.MO_dpl.enp1.37C.30.3.1.bam,HI.3758.002.Index_13.BM.MO_dpl.enp1.37C.30.3.2.bam,HI.3758.002.Index_14.BM.MO_dpl.enp1.37C.90.4.1.bam,HI.3758.002.Index_15.BM.MO_dpl.enp1.37C.90.4.2.bam,HI.3758.002.Index_18.BM.MO_dpl.enp1.37C.180.5.1.bam,HI.3758.002.Index_19.BM.MO_dpl.enp1.37C.180.5.2.bam,HI.3758.002.Index_2.BM.MO_dpl.CSL4ph.37C.30.1.1.bam,HI.3758.002.Index_4.BM.MO_dpl.CSL4ph.37C.30.1.2.bam,HI.3758.002.Index_5.BM.MO_dpl.enp1.25C.2.1.bam,HI.3758.002.Index_6.BM.MO_dpl.enp1.25C.2.2.bam,HI.3758.004.Index_21.BM.MO_dpl.srm1.37C.30.7.1.bam,HI.3758.004.Index_22.BM.MO_dpl.srm1.37C.30.7.2.bam,HI.3758.004.Index_25.BM.MO_dpl.srm1.37C.90.8.1.bam,HI.3758.004.Index_27.BM.MO_dpl.srm1.37C.90.8.2.bam,HI.3758.004.Index_8.BM.MO_dpl.srm1.25C.6.1.bam,HI.3758.004.Index_9.BM.MO_dpl.srm1.25C.6.2.bam,HI.4535.001.Index_13.CA_Dis3.1.4.bam,HI.4535.001.Index_16.CA_Rrp6.delta.5.bam,HI.4535.001.Index_18.CA_Rrp6.delta.6.bam,HI.4535.001.Index_2.CA_WT.1.bam,HI.4535.001.Index_4.CA_WT.2.bam,HI.4535.001.Index_7.CA_Dis3.1.3.bam
YOL050C,XV,237882,238202,-,321,5,4,4,55,70,71,107,166,175,1,1,3,130,153,259,267,273,253,76,62,32,24,36,22,39,30,5,7,36,32,18,7,3,31
YOL049W,XV,238619,240094,+,1476,3623,3982,2361,2479,2101,2249,1666,2089,2633,2730,2937,2943,3037,3367,4795,4187,3907,3770,3347,3131,4330,4883,3285,3287,2709,2856,4266,4509,2272,3211,3119,2857,2424,2294
YOL048C,XV,241026,241310,-,285,138,135,118,105,120,88,115,165,193,136,186,77,112,117,129,128,115,105,301,261,163,175,286,289,196,205,234,214,95,104,124,198,155,120
YOL048C,XV,240204,240947,-,744,379,402,435,675,591,621,439,653,690,426,539,273,753,782,673,576,410,408,1431,1323,565,669,949,846,844,873,807,811,402,370,332,820,594,514
YOL047C,XV,242505,242747,-,243,19,16,6,167,114,144,103,132,152,9,12,9,51,39,138,111,40,55,154,137,1,2,40,44,154,105,14,5,42,106,77,46,53,41
YOL047C,XV,241614,242441,-,828,37,49,17,418,322,368,296,368,405,24,26,42,173,149,381,280,143,119,293,250,6,14,273,282,503,475,43,35,131,275,246,181,194,140
YOL046C,XV,243466,244140,-,675,1,2,1,1,5,3,6,9,9,0,2,3,53,64,36,29,34,29,14,10,7,18,37,27,26,30,4,8,1,8,5,5,2,2
YOL045W,XV,243497,246802,+,3306,2291,2530,1254,4228,3865,4029,3332,4442,4919,1523,1620,1960,4813,5048,6887,6074,5086,5019,6941,6320,3184,3657,5682,5625,6511,6758,3109,3054,2858,3731,3723,3410,2830,3275
YOL044W,XV,247150,248301,+,1152,333,391,214,571,552,543,489,756,798,290,305,241,676,650,951,877,642,707,878,807,465,553,1004,977,1063,1178,434,427,425,494,531,590,411,476
YOL043C,XV,248392,249534,-,1143,310,369,331,646,571,570,559,654,783,344,355,231,862,868,1135,950,693,652,932,928,408,379,412,419,612,593,488,449,406,398,423,453,384,450
YOL042W,XV,249825,250916,+,1092,680,666,441,806,754,746,588,807,840,469,561,492,771,737,1083,1038,1094,1004,1592,1536,806,927,692,696,803,934,855,947,600,859,849,703,545,681
YOL041C,XV,251267,252646,-,1380,2837,3162,1350,2118,1937,1886,1562,2376,2476,1757,1941,2214,2961,3023,4522,4081,4971,4908,4465,4034,3539,4010,4593,4372,6381,6589,2945,2945,2395,4247,4463,2822,2218,2782
YOL040C,XV,253149,253577,-,429,49457,49230,41274,16378,14148,14626,9125,11879,13326,49463,50162,36560,31043,29966,30808,23905,28031,27310,26155,24405,59557,56613,12102,10711,9935,9420,46982,44527,10507,24003,22685,24838,20554,11528
YOL039W,XV,254297,254617,+,321,22575,22667,20124,8555,7051,7518,4725,5958,6763,25113,24877,16926,14880,14669,14595,11729,14854,14160,12617,12282,27422,26987,4100,3883,8721,8457,21755,21128,5525,13949,13077,14379,11946,6294
YOL038C-A,XV,254926,255021,-,96,42,40,29,133,119,108,120,146,170,21,34,24,88,91,154,101,74,80,166,153,26,35,228,249,191,228,53,43,57,62,74,33,31,65
YOL038W,XV,255337,256101,+,765,5600,5554,4701,4215,3651,3765,2600,3310,3615,5480,5515,4124,8684,8384,8960,7197,4529,4351,7722,6998,7719,7091,18681,16487,15851,14905,7888,7337,2853,4224,3902,4245,3424,3145
YOL037C,XV,256666,257019,-,354,4,6,4,3,13,4,2,12,8,2,0,8,48,32,36,32,13,14,19,17,3,8,149,72,121,103,13,6,2,3,2,1,1,5
YOL036W,XV,256745,259030,+,2286,2749,2925,2019,4606,4066,4329,3708,4283,5089,2519,2415,2337,8535,9003,8578,7224,5780,5594,8070,7328,4169,4360,40972,37677,31414,30520,6038,5751,2787,3815,3490,3154,2608,2944
YOL035C,XV,258803,259105,-,303,2,1,0,4,15,13,18,38,36,2,1,1,15,18,27,31,21,32,20,22,10,20,48,47,40,41,11,14,4,13,15,4,6,7
snR50,XV,259489,259578,+,90,34,40,8,92,76,95,173,319,407,7,6,23,20,31,72,73,72,63,213,116,26,37,52,56,44,63,11,26,94,174,215,30,33,112
YOL034W,XV,259923,263204,+,3282,930,1034,637,2095,1766,1951,3562,4387,5255,724,722,712,1890,1976,4038,3616,2751,2740,1826,1619,1507,1771,1401,1433,1372,1507,1957,1964,1024,1527,1456,985,823,1254
YOL033W,XV,263475,265085,+,1611,596,651,543,929,759,814,851,1024,1139,672,708,498,1318,1325,1918,1620,1104,1044,1047,983,770,838,939,844,803,809,1206,1237,496,726,665,853,588,528
YOL032W,XV,265429,266169,+,741,512,534,887,1153,1055,1063,1025,1298,1544,998,1125,424,2306,2350,1692,1578,731,688,1866,1694,804,819,1499,1361,979,942,800,685,458,615,592,641,593,537
YOL031C,XV,266264,267529,-,1266,1251,1293,1035,1152,973,1026,790,1106,1220,1159,1252,964,1378,1442,2580,2207,1628,1624,2879,2576,1714,1742,2055,1914,1254,1207,1416,1451,745,1136,1022,1354,975,778
YOL030W,XV,268187,269641,+,1455,6370,6727,6385,6601,5805,6203,4690,6005,6404,7401,7718,5034,7071,7144,7707,6266,5446,5157,9357,8613,7650,7621,6449,6073,6950,7100,8528,8254,3699,5325,4997,7083,5752,4000
YOL029C,XV,269815,270420,-,606,548,576,333,937,706,796,895,1026,1167,348,363,400,1222,1281,2025,1663,1382,1279,1207,1121,801,753,3676,3544,3943,3980,782,795,574,838,787,513,490,645
YOL028C,XV,270633,271370,-,738,575,615,382,1024,861,933,910,1174,1416,375,409,463,1713,1561,2290,1999,1425,1473,1305,1201,741,770,5129,4682,5320,5170,812,747,588,961,960,449,443,624
YOL027C,XV,272003,273724,-,1722,3742,3933,3099,3807,3412,3545,3200,3846,4270,3957,3802,3021,6197,6018,8658,6893,4916,4710,5855,5513,5810,5854,15292,14034,16390,15271,7460,7096,2574,4083,4017,2808,2283,2891
YOL026C,XV,274012,274353,-,342,614,582,568,676,650,544,633,730,836,641,606,485,854,863,969,715,616,531,688,770,683,638,1543,1353,1155,1019,902,890,427,517,483,534,470,422
tS(GCU)O,XV,274673,274709,+,37,12,7,3,17,17,17,13,16,23,1,4,9,30,21,39,21,40,27,33,39,6,14,28,31,36,30,4,4,23,22,21,3,1,19
tS(GCU)O,XV,274729,274773,+,45,12,9,3,29,23,23,31,44,35,1,6,9,29,22,48,24,67,43,53,47,5,13,30,30,39,36,5,6,29,43,30,2,2,30
YOL025W,XV,274957,276939,+,1983,444,518,413,883,734,791,986,1232,1200,432,553,350,860,963,1217,1118,1065,1094,1420,1276,638,740,1181,1131,734,715,770,807,805,978,907,815,660,925
YOL024W,XV,277086,277604,+,519,24,29,6,137,99,104,100,138,164,5,4,12,134,148,167,152,116,94,135,137,30,43,320,306,127,176,41,21,53,80,61,10,21,40
YOL023W,XV,278056,280086,+,2031,661,750,642,983,882,851,730,1050,1100,801,916,535,1569,1664,1532,1303,1065,1027,1846,1616,1203,1301,5586,5220,4260,3947,1790,1492,592,807,807,781,691,691
YOL022C,XV,280272,281498,-,1227,2209,2353,1267,1560,1267,1380,1000,1294,1538,1367,1509,1666,1170,1326,2493,1976,2193,2085,1834,1687,2144,2332,1503,1425,1949,1888,2035,1957,1462,3009,2929,1861,1507,1699
tG(GCC)O2,XV,282164,282234,+,71,0,0,0,1,3,0,3,3,10,1,2,1,4,3,5,8,7,9,2,2,2,2,2,2,3,3,6,2,0,1,1,1,2,7
YOL021C,XV,282421,285426,-,3006,7129,7435,3566,6530,5573,5830,4466,5648,6597,4333,4181,5652,9772,9930,16396,13461,11538,11621,8849,8152,9622,9432,6659,6031,7854,7673,9380,9084,5275,9339,9018,4401,3531,5699
YOL020W,XV,286172,287950,+,1779,4474,4354,2653,15713,13678,14162,11952,14766,16509,3049,3022,3384,15240,14222,22946,18733,13645,13824,14385,13030,5642,5678,4507,4043,4907,4855,6051,5953,9563,7532,7144,2897,2424,10536
tY(GUA)O,XV,288192,288230,+,39,1,0,0,4,10,3,4,7,7,0,0,0,8,7,12,10,12,6,5,6,1,7,4,1,5,13,1,1,5,2,6,0,0,2
tY(GUA)O,XV,288245,288280,+,36,1,2,1,3,10,3,5,11,11,0,1,0,11,8,17,10,8,8,5,8,3,7,4,0,4,12,1,1,5,3,5,0,0,3
YOL019W-A,XV,288420,288572,+,153,0,3,0,15,17,15,13,22,37,2,0,1,21,23,42,30,36,21,16,11,3,6,7,7,3,13,0,5,12,8,12,0,0,8
YOL019W,XV,288898,290553,+,1656,2672,2681,1808,1939,1619,1898,1654,2225,2304,2148,2021,2003,3273,3328,6262,5272,4895,4673,3055,2656,3193,3405,954,782,546,568,3490,3349,1887,3116,2880,2333,1928,2018
YOL018C,XV,290881,292074,-,1194,748,799,608,1078,1042,885,858,1083,1259,716,759,594,1536,1426,2262,1901,1418,1485,1699,1430,1143,1063,1114,1192,1251,1280,1378,1225,675,881,779,750,586,852
YOL017W,XV,292529,294673,+,2145,448,512,303,637,624,618,730,1027,1199,312,387,340,595,662,1968,1632,1144,1107,492,485,937,1010,566,548,521,520,1166,993,418,555,547,310,245,511
YOL016C,XV,294777,296120,-,1344,8812,9324,9591,7317,6303,6378,5031,6175,7292,11254,11797,6827,6003,5830,6006,4969,3705,3687,5437,4986,5420,5228,11088,10786,9117,8644,3879,3715,3448,7487,7367,13352,10931,3979
YOL015W,XV,297078,298838,+,1761,182,161,113,438,469,482,617,786,930,98,121,132,304,307,545,500,558,531,489,446,248,318,1919,1890,1264,1349,272,336,280,385,442,307,240,355
YOL014W,XV,299693,300067,+,375,1257,1256,556,326,366,352,258,298,378,566,628,954,76,78,85,86,47,61,149,127,249,235,992,902,358,317,505,473,140,547,534,333,278,120
YOL013W-B,XV,300690,300980,+,291,0,0,0,2,4,0,5,10,12,0,0,0,0,1,1,0,3,0,14,7,0,0,7,10,1,4,2,0,10,6,13,1,0,9
YOL013W-A,XV,301047,301238,+,192,29,60,33,52,36,39,37,76,90,38,31,33,93,54,140,120,228,242,66,57,60,69,73,52,44,50,32,34,98,121,97,37,42,120
tP(UGG)O1,XV,301097,301132,+,36,15,18,12,22,12,8,18,23,30,16,9,15,40,19,48,44,79,96,29,25,30,24,30,26,19,21,15,11,36,37,34,10,14,38
tP(UGG)O1,XV,301163,301198,+,36,17,40,17,32,24,24,24,39,55,25,16,19,53,32,88,70,145,138,37,34,42,43,45,30,23,31,21,20,53,70,62,18,22,65
YOL013C,XV,301380,303035,-,1656,917,1021,870,1078,968,1049,874,1228,1292,957,1082,769,1167,1306,1730,1560,1465,1539,2196,1983,1464,1526,3149,3048,1717,1796,1744,1644,1156,1137,1180,1764,1485,1340
YOL012C,XV,303579,303983,-,405,1013,1085,1091,375,373,357,270,433,471,1148,1201,762,892,858,1445,1196,1272,1099,654,541,1849,1803,971,889,1163,1101,2192,2090,560,868,782,730,598,686
YOL011W,XV,305349,307409,+,2061,4759,4954,2261,7149,6282,6524,6492,8258,8836,2570,2655,3701,18155,17936,29216,25191,20618,20870,8558,7783,8862,9365,11923,11034,13344,12884,6279,6150,8639,9641,9479,2829,2303,9518
YOL010W,XV,307938,309041,+,1104,1468,1510,726,2072,1816,1834,1586,2138,2261,828,881,1013,3402,3393,5656,4973,3905,3875,2425,2247,1951,1980,4122,3964,7773,7429,1816,1822,1847,2833,2863,1171,1011,2182
YOL009C,XV,309324,310139,-,816,298,288,218,448,353,403,385,477,569,273,319,187,537,545,563,490,540,494,604,533,238,282,945,968,867,849,327,304,263,320,406,366,312,313
YOL008W,XV,310312,310935,+,624,357,387,349,326,311,268,231,321,390,298,340,254,273,235,438,340,431,412,494,448,401,476,302,254,209,241,365,374,355,427,387,531,384,312
YOL007C,XV,311342,312367,-,1026,1233,1323,538,981,851,879,1285,1662,1734,549,646,971,1451,1457,3686,2894,2428,2324,1003,811,1457,1697,1245,1191,770,785,1347,1353,761,1407,1396,762,583,843
YOL006C,XV,313078,315387,-,2310,2755,2855,1797,2650,2495,2466,2872,3722,4077,2047,2204,2088,4668,4885,7647,6463,5309,5122,4005,3861,4431,4633,5692,5359,5152,5010,4785,4571,2211,3921,3605,1835,1513,2551
YOL005C,XV,315813,316175,-,363,1828,1720,1145,835,652,721,633,768,873,1321,1224,1400,1677,1469,1966,1670,1558,1373,1217,1063,2151,2022,845,694,985,871,2255,2052,815,1499,1424,1066,931,917
YOL004W,XV,316938,321548,+,4611,9520,10192,8118,11268,10122,10905,11236,13890,15346,10615,9719,7808,20319,20505,26028,22048,18865,18661,15424,13613,17151,17884,31874,30008,21806,21048,20755,19554,9132,12599,12335,10149,8219,10174
YOL003C,XV,321858,322994,-,1137,623,658,414,591,534,544,584,632,794,512,512,454,538,527,827,735,633,601,807,706,685,720,134,144,107,113,829,775,361,452,423,589,458,446
YOL002C,XV,323411,324364,-,954,1073,1203,970,2208,1955,2054,1493,1970,2124,1045,1282,831,1231,1463,3173,2961,4466,4008,4129,3795,1254,1649,353,305,352,400,832,825,2318,2532,2507,4179,3345,2654
YOL001W,XV,325249,326130,+,882,317,383,230,646,576,627,483,673,712,207,231,316,737,759,982,898,1028,931,1449,1227,492,570,761,752,662,724,631,563,542,662,692,382,284,582
YOR001W,XV,326832,329033,+,2202,4396,4496,1962,3846,3255,3477,2683,3475,3879,2373,2324,3421,3845,3964,8060,6843,7249,7211,4506,4341,5167,5573,2005,1977,3766,3984,4348,4336,3380,614,555,3106,2389,3600
YOR002W,XV,329417,331051,+,1635,2052,2202,1375,2277,2123,2056,1849,2456,2538,1467,1599,1528,2676,2840,4566,4197,3789,3644,3588,3175,2766,3390,2107,2136,1992,2231,3695,3573,2120,2791,2680,2261,1858,2375
YOR003W,XV,331455,332891,+,1437,251,234,224,910,743,787,758,987,1117,254,267,184,1951,1911,2426,2077,1195,1143,1123,1084,286,302,1206,1072,1171,1160,370,334,403,462,417,409,371,451
YOR004W,XV,333592,334356,+,765,1768,1737,589,846,750,800,687,912,970,672,796,1301,951,935,1968,1645,1777,1681,1081,1022,1581,1644,421,356,672,654,1385,1363,833,1840,1713,893,765,959
YOR005C,XV,334509,337343,-,2835,632,604,394,1539,1339,1370,1426,1856,2234,479,524,449,1836,1923,3010,2558,1898,1853,1952,1821,878,1002,4710,5011,4899,4893,937,886,759,1096,1154,844,721,872
YOR006C,XV,337680,338621,-,942,965,1152,614,1622,1373,1440,1229,1730,1888,780,872,720,1993,1980,3622,2770,2420,2296,1939,1743,1488,1429,5104,4806,5205,5104,1370,1206,973,1493,1516,666,590,1231
YOR007C,XV,338938,339978,-,1041,15954,16272,9448,13756,11878,11983,8003,10281,11307,11539,11332,12145,20333,20113,19226,16004,8155,7957,23700,22022,13426,13422,18264,17061,17846,16854,15573,14445,7266,16271,15682,10343,8536,8293
tR(ACG)O,XV,340299,340371,-,73,0,0,1,1,3,3,1,3,3,1,0,0,2,4,4,3,3,3,2,3,0,0,10,9,14,10,0,0,1,5,0,1,0,3
YOR008C,XV,341278,342414,-,1137,2726,2914,2972,2564,2146,2148,1689,2114,2401,3378,3459,2207,5524,5508,5101,4297,3785,3840,5057,4578,4448,4390,5053,4293,5644,5665,4163,3978,1865,1929,1790,2366,1927,2074
YOR008C-A,XV,342857,343081,-,225,18,11,1,198,203,199,243,366,337,2,5,13,42,22,116,86,78,80,183,142,3,7,76,75,111,145,14,10,67,47,55,0,2,75
YOR008W-B,XV,343929,344030,+,102,79,100,40,254,235,226,239,249,343,42,39,65,330,291,357,330,257,247,357,290,157,116,252,190,238,258,101,80,151,124,115,34,23,170
YOR009W,XV,344335,345798,+,1464,351,326,165,1104,1038,1025,998,1186,1279,171,158,246,1357,1194,1371,1150,969,950,1442,1168,650,610,1096,1024,1098,1086,423,377,671,439,393,194,144,690
YOR010C,XV,346195,346950,-,756,226,220,112,184,186,185,209,256,278,146,126,181,266,280,415,359,331,303,230,195,262,293,764,621,811,899,294,321,100,103,104,88,78,116
YOR011W,XV,349679,353863,+,4185,1185,1244,628,1656,1536,1533,1249,1734,1850,759,806,1000,1433,1446,1970,1763,1508,1516,3021,2633,1547,1846,5298,5071,4424,4273,2691,2495,1002,1640,1722,1503,1129,1193
tT(AGU)O2,XV,354041,354113,-,73,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,2,1,4,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0
YOR011W-A,XV,355652,355858,+,207,0,0,0,1,0,0,3,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,6,6,1,2,1,0,0,0,5,0,0,0
YOR012W,XV,356543,356956,+,414,43,65,47,51,56,36,62,84,81,30,62,44,44,42,64,55,38,55,45,72,46,33,124,138,84,89,82,81,34,101,81,70,61,45
YOR013W,XV,356751,357221,+,471,90,108,88,92,83,74,117,136,137,81,88,67,80,72,75,77,65,66,74,103,61,56,253,205,174,172,114,128,42,121,124,96,85,63
YOR014W,XV,357674,359947,+,2274,4306,4595,3948,3913,3574,3600,3030,4055,4287,4408,4686,3552,7721,7915,7353,6459,7212,6695,9324,8224,6859,7552,9373,9235,7317,7572,7788,7748,3848,4371,4456,5885,4608,4500
YOR015W,XV,359993,360352,+,360,698,695,662,528,434,428,329,429,540,743,794,581,1260,1317,969,770,815,797,1278,1129,1036,1022,1409,1429,1158,1137,1302,1228,393,464,409,569,430,447
YOR016C,XV,360461,361084,-,624,906,933,625,641,609,560,465,660,691,764,831,690,678,692,1071,1028,1020,993,992,812,1162,1236,270,262,246,257,1050,1119,542,881,869,923,709,676
YOR017W,XV,361412,363814,+,2403,964,1001,879,1132,928,1058,1063,1497,1678,1036,1176,724,1946,2084,2898,2425,2275,2212,2026,1862,1800,2040,3788,3635,2918,2997,1904,1864,1041,1201,1280,1409,1128,1226
YOR018W,XV,364369,366882,+,2514,1465,1473,809,2240,1923,2091,1792,2465,2656,1034,982,1073,3766,3868,3637,3130,2912,2937,3746,3624,2364,2589,5543,5314,2829,2746,2362,2380,1611,1591,1546,1255,1106,1691
YOR019W,XV,368127,370319,+,2193,311,318,460,855,801,805,558,720,841,489,600,244,1252,1298,936,773,637,531,3553,2928,154,180,1735,1691,932,898,241,255,1024,416,385,1576,1236,993
YOR020C,XV,370524,370844,-,321,4755,4863,4328,8681,7342,7210,4323,5477,6256,5053,5429,3563,10457,10515,8971,7407,3619,3142,11942,11250,4868,4672,6080,5830,5751,5650,6917,6643,2346,4484,4012,5475,4573,2629
YOR020W-A,XV,371685,371957,+,273,308,317,404,429,374,340,341,440,488,454,452,237,570,658,692,543,419,434,661,639,448,484,1529,1498,967,907,755,773,299,220,229,470,445,380
YOR021C,XV,372798,373439,-,642,2850,2993,1410,1374,1232,1273,866,1222,1374,1616,1849,2302,1443,1470,2799,2228,2403,2125,1747,1684,3121,3136,1608,1551,2020,1907,2763,2771,1302,2219,1990,1981,1578,1529
YOR022C,XV,373710,375857,-,2148,574,617,455,780,712,744,748,958,1056,485,426,430,1457,1440,1737,1504,1406,1352,1442,1397,978,1064,3435,3318,1035,1043,1073,1001,747,888,743,885,689,816
YOR023C,XV,376012,377712,-,1701,1583,1588,1423,2311,2072,2153,1839,2166,2417,1830,1750,1287,6386,6027,6120,4945,3864,3717,4991,4585,3710,3536,20270,18190,14692,13567,4234,3821,2157,2785,2670,2048,1675,2348
YOR024W,XV,377847,378170,+,324,12,8,4,48,51,60,53,54,58,3,6,14,22,41,38,32,28,34,70,82,17,11,113,118,234,235,17,10,5,15,8,11,10,15
YOR025W,XV,378219,379562,+,1344,1397,1388,725,896,815,815,819,1149,1221,851,874,1004,1466,1503,3311,2757,2326,2288,1080,982,2100,2050,1541,1452,951,982,2789,2707,1111,1858,1816,721,608,1330
YOR026W,XV,379781,380806,+,1026,508,634,378,311,277,295,411,448,550,490,434,454,697,697,1421,1170,1177,1060,480,388,1041,1214,1428,1357,715,674,1313,1379,458,894,777,527,423,541
YOR027W,XV,381053,382822,+,1770,18736,19139,12618,15556,13251,13841,9582,12394,13746,16311,15110,14232,31486,30825,29767,24076,8757,8841,30890,28317,24856,24244,148440,133471,62956,60034,20168,18881,6666,15807,15460,9864,7998,7179
YOR028C,XV,383533,384420,-,888,328,396,215,367,322,313,280,340,419,174,242,317,484,521,461,358,354,331,634,589,575,529,905,830,868,830,283,304,176,173,188,233,149,184
YOR029W,XV,384600,384935,+,336,3,3,0,36,13,16,20,37,23,2,0,1,11,8,16,17,13,7,21,24,4,1,32,46,50,49,1,1,6,3,0,7,2,7
YOR030W,XV,386825,388684,+,1860,821,817,609,1296,1061,1206,1205,1576,1666,652,716,627,1359,1577,2246,1906,2001,1900,2191,1816,1320,1384,2226,2088,1785,1915,1561,1559,1147,1320,1373,1189,952,1248
YOR031W,XV,389213,389422,+,210,214,196,287,452,427,364,360,495,510,380,361,146,841,964,751,556,547,526,596,537,317,360,804,619,1803,1760,332,352,284,235,217,275,255,284
YOR032C,XV,389771,391075,-,1305,587,657,504,594,477,516,475,687,749,639,714,519,1253,1249,1368,1292,1415,1420,1497,1342,832,935,1352,1202,593,580,335,298,481,661,604,268,185,521
YOR032W-A,XV,392176,392376,+,201,32,30,8,206,195,217,175,249,299,9,13,18,150,146,171,162,120,115,359,347,24,24,114,118,367,341,19,9,103,88,75,13,16,129
YOR033C,XV,392416,394524,-,2109,1409,1455,816,4497,4038,4412,4453,5336,6126,958,1029,1091,3935,3975,8906,7645,6205,5947,3932,3687,2221,2573,6666,6828,4933,4968,2262,2187,2073,2734,2643,1211,989,2400
YOR034C,XV,394837,397086,-,2250,1501,1662,941,5169,4521,4878,4844,6111,6671,1116,1163,1169,5092,5264,9612,8519,7496,7274,4087,3527,2054,2231,6814,6492,5554,5398,2172,2228,2563,3333,3232,1671,1370,2765
YOR034C-A,XV,397426,397668,-,243,97,132,80,376,397,414,406,543,629,102,101,97,433,453,720,645,545,574,441,448,200,223,674,647,574,624,181,199,208,260,236,158,93,237
YOR035C,XV,397735,400104,-,2370,1761,1829,1658,4563,4268,4545,4216,5368,6158,1960,2006,1328,4528,4758,8006,7214,6372,6121,4839,4426,2486,2952,8602,8343,7226,7224,2579,2589,2796,3414,3380,2641,2199,3070
YOR036W,XV,400348,401214,+,867,1248,1302,1488,1530,1348,1340,1108,1346,1744,1775,1782,854,2885,3060,2592,1966,1287,1327,2508,2192,1282,1312,3385,3351,3857,3497,1272,1199,836,1078,960,1880,1430,857
YOR037W,XV,401555,402655,+,1101,467,452,416,865,769,776,750,906,1077,453,528,354,1085,1141,1587,1352,889,844,1083,964,716,733,2565,2494,2830,2782,696,720,456,595,628,537,474,483
YOR038C,XV,402761,405388,-,2628,876,1068,521,1169,1016,1152,985,1302,1493,735,696,774,2351,2432,3828,3260,1891,1818,1577,1367,1807,1980,644,722,938,987,1827,1651,915,1259,1165,535,420,929
YOR039W,XV,405768,406544,+,777,1534,1666,1105,1022,977,983,869,1123,1337,1387,1498,1268,1353,1391,2178,1977,1920,1769,1959,1776,2071,2428,1937,1931,2639,2727,1903,2029,1053,1770,1575,1688,1393,1177
YOR040W,XV,407064,407921,+,858,193,206,272,417,339,294,410,419,541,315,351,142,1400,1257,1129,848,608,622,764,745,410,439,2187,1912,3039,2712,587,532,316,385,345,530,401,351
snR9,XV,407948,408134,-,187,9849,10972,7511,20595,16093,15335,15764,20012,23593,7480,8705,7768,12850,14357,16564,14235,15221,13253,19146,22002,9574,11549,12924,13461,12140,11935,9018,9148,7166,15389,13636,4144,3398,7392
YOR041C,XV,408358,408789,-,432,152,140,30,1162,1041,1095,1034,1234,1376,34,35,137,459,485,983,827,629,556,915,903,108,162,147,135,415,424,51,50,661,361,301,9,16,786
YOR042W,XV,408425,409660,+,1236,3037,3040,3458,1559,1326,1419,1285,1457,1923,4451,4242,2311,5253,5057,4327,3500,2285,2282,3193,2779,4484,4518,7322,6542,6668,6171,5342,5099,1011,1911,1832,3269,2488,1203
snR62,XV,409765,409864,-,100,113,93,19,1171,1062,1038,1201,1743,2341,14,16,86,228,272,572,636,567,522,1248,1215,54,59,109,121,200,199,40,38,632,846,803,21,27,852
YOR043W,XV,410870,412330,+,1461,2306,2548,1858,2199,2075,2141,1830,2228,2540,2249,2133,1968,4579,4778,5077,4460,4794,4537,4992,4676,4198,4628,6896,6507,6230,6574,3726,3687,2006,2634,2581,2455,2098,2253
YOR044W,XV,413007,413480,+,474,176,175,147,330,294,302,334,431,527,180,183,114,508,519,519,499,583,525,1002,770,286,328,890,864,861,837,304,278,466,514,498,361,250,547
YOR045W,XV,413852,414037,+,186,1231,1280,1030,800,651,653,442,549,574,1053,1237,800,1047,1119,1154,896,717,715,1045,1083,1338,1362,1248,1230,2128,1974,1777,1620,401,683,606,762,686,468
YOR046C,XV,414459,415907,-,1449,5061,5639,3741,2644,2403,2555,1673,2434,2565,4343,4818,4101,4011,4242,5382,4445,4401,4217,4286,3862,6248,6703,5199,4877,4027,3922,6092,5702,2936,5442,5332,4602,3676,3230
YOR047C,XV,416347,417681,-,1335,1939,1927,1033,2455,2016,2334,2034,2697,2832,1200,1264,1451,3334,3554,5483,4720,4527,4603,3094,2795,4297,4607,7071,6654,5787,5704,3953,3861,2020,3302,3069,1161,921,2279
