gene	length	Ctrl	l_kb	rpm	rpkm
6611	YHR177W	1362	144	1.362	5.03403215488039	3.69605885086666
656	YDR315C	846	90	0.846	3.14627009680024	3.7189953862887
5617	YKL165C-A	234	25	0.234	0.873963915777845	3.73488852896515
7376	YAL037W	804	86	0.804	3.00643587027579	3.73934809735794
3244	YPL017C	1500	161	1.5	5.62832761760932	3.75221841173955
6474	YHR069C-A	363	39	0.363	1.36338370861344	3.75587798516099
1995	YGR073C	372	40	0.372	1.39834226524455	3.75898458399073
4866	YNL114C	372	40	0.372	1.39834226524455	3.75898458399073
6456	YHR054W-A	195	21	0.195	0.73412968925339	3.76476763719687
6037	YEL004W	1029	111	1.029	3.88039978605363	3.77103963659245
835	YDR461W	111	12	0.111	0.419502679573366	3.77930341957987
7112	tS(CGA)C	37	4	0.037	0.139834226524455	3.77930341957987
2960	YPL264C	1062	115	1.062	4.02023401257809	3.7855310852901
2778	YLR339C	552	60	0.552	2.09751339786683	3.79984311207759
5767	snR69	101	11	0.101	0.384544122942252	3.80736755388368
3689	YML003W	873	96	0.873	3.35602143658693	3.84423990445238
2745	YLR316C	109	12	0.109	0.419502679573366	3.8486484364529
4122	YBL100W-B	4020	443	4.02	15.4866405875834	3.85239815611528
4019	YMR257C	2403	267	2.403	9.33393462050739	3.88428407012376
4764	YNL205C	423	47	0.423	1.64305216166235	3.88428407012376
1221	tP(UGG)O2	36	4	0.036	0.139834226524455	3.88428407012376
2113	tR(UCU)G2	72	8	0.072	0.279668453048911	3.88428407012376
4034	tQ(CUG)M	72	8	0.072	0.279668453048911	3.88428407012376
4276	YBR021W	1902	212	1.902	7.41121400579613	3.89653733217462
6902	YIR005W	447	50	0.447	1.74792783155569	3.91035309072861
1587	YOR389W	1875	210	1.875	7.3412968925339	3.91535834268475
6353	YHL016C	2208	248	2.208	8.66972204451623	3.92650454914684
584	YDR254W	1377	155	1.377	5.41857627782264	3.93505902528877
4689	YNL277W	1461	165	1.461	5.76816184413378	3.94809161131676
5180	YJL153C	1602	181	1.602	6.3274987502316	3.94974953197978
2464	YLR108C	1458	165	1.458	5.76816184413378	3.95621525660753
7147	YCR095W-A	159	18	0.159	0.629254019360049	3.95757244880534
2947	YPL277C	1464	166	1.464	5.80312040076489	3.96388005516728
5407	YJR036C	2679	304	2.679	10.6274012158586	3.96692841204128
976	YOL128C	1128	128	1.128	4.47469524878257	3.96692841204128
3224	YPL036W	2844	323	2.844	11.2916137918498	3.97032833749992
6007	YEL023C	2049	233	2.049	8.14534369504952	3.97527754760835
2652	YLR242C	966	110	0.966	3.84544122942252	3.98078802217652
6939	YIR032C	588	67	0.588	2.34222329428463	3.98337294946365
3282	YPR015C	744	85	0.744	2.97147731364467	3.99392112049015
1840	YGL052W	306	35	0.306	1.22354948208898	3.99852771924504
6696	YIL159W	4128	473	4.128	16.5353972865168	4.00566794731512
3781	YMR065W	1515	174	1.515	6.0827888538138	4.01504214773188
5386	YJR018W	363	42	0.363	1.46825937850678	4.04479167632722
3262	YPR002W	1551	180	1.551	6.29254019360049	4.05708587595131
3342	YPR068C	1413	164	1.413	5.73320328750267	4.05746871019297
4396	YBR117C	2046	238	2.046	8.32013647820509	4.06653786813543
1544	YOR348C	1884	220	1.884	7.69088245884504	4.08220937306
1146	YOR009W	1464	171	1.464	5.97791318392046	4.08327403273256
2966	YPL258C	1656	194	1.656	6.78195998643608	4.09538646523918
1958	YGR038C-A	1323	155	1.323	5.41857627782264	4.09567367938219
4606	YBR297W	1407	165	1.407	5.76816184413378	4.09961751537582
299	YDR014W	1944	229	1.944	8.00550946852506	4.11806042619602
6721	YIL139C	738	87	0.738	3.0413944269069	4.12113065976545
6588	YHR156C	1023	121	1.023	4.22998535236477	4.13488304238981
1956	YGR038C-B	1305	155	1.305	5.41857627782264	4.15216573013229
3504	YPR193C	471	56	0.471	1.95767917134237	4.15643136166109
7439	YAR020C	168	20	0.168	0.699171132622276	4.16173293227545
2613	YLR211C	663	79	0.663	2.76172597385799	4.16549920642231
5259	YJL086C	369	44	0.369	1.53817649176901	4.16849997769379
365	YDR065W	1098	131	1.098	4.57957091867591	4.17082961628043
4103	YBL113C	2379	284	2.379	9.92823008323632	4.17327872351254
4121	YBL100W-B	1293	155	1.293	5.41857627782264	4.19070091092238
2742	YLR313C	1593	191	1.593	6.67708431654274	4.19151557849513
4385	YBR109W-A	225	27	0.225	0.943881029040073	4.19502679573366
5927	YKR097W	1650	198	1.65	6.92179421296054	4.19502679573366
6092	YER039C	750	90	0.75	3.14627009680024	4.19502679573366
4123	YBL100W-A	1317	159	1.317	5.5584105043471	4.22050911491807
1252	YOR100C	984	119	0.984	4.16006823910254	4.22771162510421
443	YDR132C	1488	180	1.488	6.29254019360049	4.22885765698957
2421	YLR070C	1071	130	1.071	4.5446123620448	4.24333553879066
309	tV(UAC)D	74	9	0.074	0.314627009680024	4.25171634702736
1578	YOR381W	2136	260	2.136	9.08922472408959	4.25525502064119
47	YDL206W	2289	280	2.289	9.78839585671187	4.27627604050322
882	YDR504C	384	47	0.384	1.64305216166235	4.2787816709957
6687	YIL168W	384	47	0.384	1.64305216166235	4.2787816709957
7178	YFL055W	1677	206	1.677	7.20146266600945	4.29425322958226
23	YDL228C	642	79	0.642	2.76172597385799	4.30175385336136
32	YDL219W	65	8	0.065	0.279668453048911	4.30259158536785
4686	YNL279W	1986	245	1.986	8.56484637462288	4.31261146758453
5931	YKR101W	1965	243	1.965	8.49492926136066	4.32311921697743
1662	YGL204C	306	38	0.306	1.32842515198232	4.3412586666089
41	YDL211C	1119	139	1.119	4.85923937172482	4.34248379957535
5439	YJR061W	2808	350	2.808	12.2354948208898	4.35736995045934
2783	YLR343W	1668	208	1.668	7.27137977927167	4.35934039524681
6688	YIL167W	633	79	0.633	2.76172597385799	4.36291623042337
3709	snR77	88	11	0.088	0.384544122942252	4.36981957888923
6654	YHR211W	3228	405	3.228	14.1582154356011	4.38606426133863
6080	YER028C	1185	149	1.185	5.20882493803596	4.39563285910207
4328	YBR063C	1215	153	1.215	5.34865916456041	4.40218861280692
5717	snR38	95	12	0.095	0.419502679573366	4.41581767971964
3026	YPL209C	1104	140	1.104	4.89419792835593	4.43315029742385
5290	YJL058C	1632	207	1.632	7.23642122264056	4.43408163151995
5897	YKR073C	321	41	0.321	1.43330082187567	4.46511159462824
1973	YGR053C	852	109	0.852	3.81048267279141	4.4723975032763
3635	YML042W	2013	258	2.013	9.01930761082737	4.48053035808612
7424	YAL001C	70	9	0.07	0.314627009680024	4.49467156685749
4546	YBR240C	1353	174	1.353	6.0827888538138	4.49577890156231
6833	YIL049W	762	98	0.762	3.42593854984915	4.4959823488834
4288	YBR033W	2760	355	2.76	12.4102876040454	4.49648101595848
1016	YOL097W-A	186	24	0.186	0.839005359146732	4.51078150078888
3425	YPR137C-B	3963	512	3.963	17.8987809951303	4.5164726205224
5430	YJR055W	495	64	0.495	2.23734762439128	4.51989419068946
4411	YBR128C	1035	134	1.035	4.68444658856925	4.52603535127464
5188	YJL147C	1149	149	1.149	5.20882493803596	4.53335503745514
1993	YGR071C	2583	335	2.583	11.7111164714231	4.53392043028383
1267	YOR114W	885	115	0.885	4.02023401257809	4.54263730234812
3204	YPL054W	906	118	0.906	4.12510968247143	4.55310119478083
4758	YNL211C	261	34	0.261	1.18859092545787	4.55398822014509
5076	YNR058W	1443	188	1.443	6.5722086466494	4.55454514667318
2481	YLR123C	330	43	0.33	1.50321793513789	4.55520586405422
4267	YBR013C	390	51	0.39	1.7828863881868	4.57150355945334
4592	YBR284W	2394	314	2.394	10.9769867821697	4.5852075113491
1730	YGL146C	936	123	0.936	4.299902465627	4.59391289062714
5016	YNR004W	441	58	0.441	2.0275962846046	4.59772400137098
2631	tL(UAG)L1	38	5	0.038	0.174792783155569	4.59981008304129
2094	YGR154C	1071	141	1.071	4.92915648498705	4.60238700745756
2518	RDN25-1	3396	448	3.396	15.661433370739	4.61172949668404
2521	RDN37-1	3396	448	3.396	15.661433370739	4.61172949668404
2444	YLR092W	2682	354	2.682	12.3753290474143	4.61421664705977
2285	YLL054C	2532	335	2.532	11.7111164714231	4.62524347212604
5221	YJL119C	324	43	0.324	1.50321793513789	4.63956152820338
3857	YMR127C	1017	135	1.017	4.71940514520036	4.64051636696201
589	YDR259C	1152	153	1.152	5.34865916456041	4.6429333025698
4489	YBR196C-A	150	20	0.15	0.699171132622276	4.66114088414851
318	YDR030C	1521	203	1.521	7.0965869961161	4.66573767003031
3068	YPL174C	2607	348	2.607	12.1655777076276	4.66650468263429
3444	YPR151C	621	83	0.621	2.90156020038245	4.67239967855466
3346	tS(UGA)P	82	11	0.082	0.384544122942252	4.68956247490551
5541	YJR152W	1632	220	1.632	7.69088245884504	4.71255052625309
3930	YMR185W	2946	398	2.946	13.9135055391833	4.72284641520139
1664	tK(UUU)G1	37	5	0.037	0.174792783155569	4.72412927447484
1847	tV(AAC)G1	74	10	0.074	0.349585566311138	4.72412927447484
601	YDR263C	1293	175	1.293	6.11774741044492	4.73143651233172
3317	YPR044C	354	48	0.354	1.67801071829346	4.74014327201543
3714	YMR013W-A	81	11	0.081	0.384544122942252	4.74745830792904
5555	YKL222C	2118	288	2.118	10.0680643097608	4.75357143992482
436	YDR126W	1011	138	1.011	4.82428081509371	4.77179111285233
7157	YCR101C	549	75	0.549	2.62189174733354	4.77575910261118
2935	YLR466C-B	117	16	0.117	0.559336906097821	4.78065731707539
2112	YGR164W	336	46	0.336	1.60809360503124	4.78599287211677
927	YDR540C	540	74	0.54	2.58693319070242	4.7906170198193
3363	YPR087W	321	44	0.321	1.53817649176901	4.79182707716202
4952	YNL043C	321	44	0.321	1.53817649176901	4.79182707716202
3634	YML043C	1524	209	1.524	7.30633833590279	4.79418525977873
2067	YGR131W	525	72	0.525	2.51701607744019	4.79431633798132
1970	YGR050C	357	49	0.357	1.71296927492458	4.79823326309405
2478	YLR120W-A	102	14	0.102	0.489419792835593	4.79823326309405
5255	YJL090C	2295	315	2.295	11.0119453388009	4.79823326309405
5622	YKL162C-A	153	21	0.153	0.73412968925339	4.79823326309405
7156	YCR100C	951	131	0.951	4.57957091867591	4.81553198598939
901	YDR520C	2319	320	2.319	11.1867381219564	4.82394916858837
426	YDR118W	1959	272	1.959	9.50872740366296	4.85386799574424
659	tF(GAA)D	36	5	0.036	0.174792783155569	4.8553550876547
1665	tK(UUU)G1	36	5	0.036	0.174792783155569	4.8553550876547
1761	tW(CCA)G1	36	5	0.036	0.174792783155569	4.8553550876547
3401	tK(UUU)P	36	5	0.036	0.174792783155569	4.8553550876547
4953	tP(UGG)N1	36	5	0.036	0.174792783155569	4.8553550876547
7223	tP(UGG)F	36	5	0.036	0.174792783155569	4.8553550876547
2984	YPL248C	2646	368	2.646	12.8647488402499	4.86196101294402
6950	YIR042C	711	99	0.711	3.46089710648027	4.86764712585129
5863	YKR041W	753	105	0.753	3.67064844626695	4.87469913182862
2910	YLR446W	1302	182	1.302	6.36245730686271	4.88667995918795
4718	YNL249C	1629	228	1.629	7.97055091189395	4.89291032037689
1186	snR62	100	14	0.1	0.489419792835593	4.89419792835593
946	YOL157C	1770	248	1.77	8.66972204451623	4.89814804774928
4999	YNL009W	1263	177	1.263	6.18766452370715	4.89918014545301
3136	YPL113C	1191	167	1.191	5.83807895739601	4.90182951922419
366	YDR066C	591	83	0.591	2.90156020038245	4.90957732721226
5984	YEL041W	1488	209	1.488	7.30633833590279	4.91017361283789
1219	YOR072W-A	249	35	0.249	1.22354948208898	4.91385334172283
6001	YEL028W	462	65	0.462	2.2723061810224	4.91841164723463
535	YDR210C-C	1323	187	1.323	6.53725009001828	4.94123211641594
1576	YOR379C	339	48	0.339	1.67801071829346	4.94988412475948
4765	YNL204C	903	128	0.903	4.47469524878257	4.9553657240117
4895	YNL092W	1203	171	1.203	5.97791318392046	4.96917139145508
1434	YOR258W	654	93	0.654	3.25114576669358	4.97117089708499
533	YDR210C-D	1305	186	1.305	6.50229153338717	4.98259887615875
4373	YBR098W	2076	296	2.076	10.3477327628097	4.98445701484089
2176	YGR216C	1830	261	1.83	9.12418328072071	4.98589250312607
593	YDR261W-A	1317	188	1.317	6.5722086466494	4.99028750694715
6146	YER075C	2787	398	2.787	13.9135055391833	4.99228759927639
7162	YCR106W	2499	358	2.499	12.5151632739387	5.00806853699029
3075	YPL167C	4515	648	4.515	22.6531446969618	5.01730779556185
496	YDR180W	4482	644	4.482	22.5133104704373	5.02305008265
594	YDR261W-B	1293	186	1.293	6.50229153338717	5.02884109310686
3047	YPL191C	1083	156	1.083	5.45353483445376	5.03558156459257
2882	YLR423C	1254	181	1.254	6.3274987502316	5.04585227291196
7042	YCR007C	720	104	0.72	3.63568988963584	5.04956929116088
4767	YNL202W	879	127	0.879	4.43973669215145	5.05089498538277
3104	YPL142C	318	46	0.318	1.60809360503124	5.05689812902904
3925	YMR182C	636	92	0.636	3.21618721006247	5.05689812902904
4731	YNL237W	1380	200	1.38	6.99171132622276	5.06645748277012
12	YDL239C	2373	344	2.373	12.0257434811032	5.06773850868232
4993	YNL014W	3135	455	3.135	15.9061432671568	5.07372990977888
3890	YMR154C	2184	317	2.184	11.0818624520631	5.07411284435123
4854	YNL126W	2541	369	2.541	12.899707396881	5.07662628763518
1114	YOL017W	2145	312	2.145	10.9070696689075	5.08488096452565
1814	snR39B	96	14	0.096	0.489419792835593	5.09812284203743
2825	YLR377C	1047	153	1.047	5.34865916456041	5.10855698620861
162	YDL104C	1224	180	1.224	6.29254019360049	5.14096421045791
1715	YGL159W	1113	164	1.113	5.73320328750267	5.15112604447679
2706	YLR286W-A	135	20	0.135	0.699171132622276	5.17904542683168
5543	YJR154W	1041	156	1.041	5.45353483445376	5.23874623866835
673	YDR323C	1548	232	1.548	8.1103851384184	5.23926688528321
2040	YGR110W	1338	201	1.338	7.02666988285388	5.25162173606418
3207	YPL052W	672	101	0.672	3.5308142197425	5.25418782699776
2740	YLR312C	1197	180	1.197	6.29254019360049	5.25692580919005
5954	YEL064C	1443	217	1.443	7.5860067889517	5.25710796185149
4194	YBL043W	774	117	0.774	4.09015112584032	5.28443297912186
3184	YPL072W	1500	227	1.5	7.93559235526284	5.29039490350856
1283	YOR129C	2682	406	2.682	14.1931739922322	5.29201118278606
338	snR47	99	15	0.099	0.524378349466707	5.29675100471421
7154	YCR098C	1557	236	1.557	8.25021936494286	5.29879214190293
4578	YBR270C	1638	249	1.638	8.70468060114734	5.31421282121327
5825	YKR009C	2703	411	2.703	14.3679667753878	5.31556299496403
5967	YEL053W-A	348	53	0.348	1.85280350144903	5.32414799266963
2976	YPL253C	1944	297	1.944	10.3826913194408	5.34089059642017
2081	tG(UCC)G	72	11	0.072	0.384544122942252	5.34089059642017
383	YDR082W	1485	227	1.485	7.93559235526284	5.34383323586723
2499	YLR140W	327	50	0.327	1.74792783155569	5.34534505062902
695	YDR344C	444	68	0.444	2.37718185091574	5.35401317773815
4062	YMR293C	1395	214	1.395	7.48113111905836	5.36281800649345
4073	YMR303C	1047	161	1.047	5.62832761760932	5.37567107699076
664	YDR318W	52	8	0.052	0.279668453048911	5.37823948170982
728	YDR369C	2565	396	2.565	13.8435884259211	5.39711049743512
7342	YAL064W-B	381	59	0.381	2.06255484123571	5.41352976702287
2341	YLL004W	1851	287	1.851	10.0331057531297	5.42037047710949
5592	YKL188C	2562	398	2.562	13.9135055391833	5.43072035096928
6814	YIL066C	2610	406	2.61	14.1931739922322	5.43799769817326
6915	YIR017C	564	88	0.564	3.07635298353802	5.45452656655677
4426	YBR141W-A	96	15	0.096	0.524378349466707	5.46227447361153
3862	YMR132C	627	98	0.627	3.42593854984915	5.46401682591572
5799	YKL011C	1062	166	1.062	5.80312040076489	5.46433182746223
6232	YER137C	447	70	0.447	2.44709896417797	5.47449432702006
4096	YMR320W	306	48	0.306	1.67801071829346	5.48369515782178
4766	YNL203C	612	96	0.612	3.35602143658693	5.48369515782178
434	YDR124W	975	153	0.975	5.34865916456041	5.48580427134401
1943	YGR030C	477	75	0.477	2.62189174733354	5.49662840111852
963	YOL141W	2088	329	2.088	11.5013651316364	5.5083166339255
2369	YLR024C	5619	886	5.619	30.9732811751668	5.51224082135021
3706	YMR013C	1560	247	1.56	8.63476348788511	5.53510479992635
2603	YLR202C	265	42	0.265	1.46825937850678	5.54060142832747
5119	YJL206C	2277	361	2.277	12.6200389438321	5.54239742812125
181	YDL086C-A	435	69	0.435	2.41214040754685	5.54515036217667
2413	YLR062C	378	60	0.378	2.09751339786683	5.54897724303394
7291	YFR026C	510	81	0.51	2.83164308712022	5.55224134729455
2770	snR57	88	14	0.088	0.489419792835593	5.56158855494993
5774	YKL033W	3117	498	3.117	17.4093612022947	5.58529393721356
6779	YIL092W	1902	304	1.902	10.6274012158586	5.5874874951938
5869	YKR047W	306	49	0.306	1.71296927492458	5.59793880694306
1303	YOR144C	2376	381	2.376	13.3192100764544	5.60572814665588
2107	YGR161C-D	3963	636	3.963	22.2336420173884	5.61030583330517
2038	YGR109W-B	850	137	0.85	4.78932225846259	5.63449677466187
2037	YGR109W-A	873	141	0.873	4.92915648498705	5.64622735966443
2972	YPL257W	582	94	0.582	3.2861043233247	5.64622735966443
333	YDR038C	3276	530	3.276	18.5280350144903	5.65568834386151
536	tI(UAU)D	37	6	0.037	0.209751339786683	5.66895512936981
4828	YNL145W	117	19	0.117	0.664212575991162	5.67703056402703
7155	YCR099C	468	76	0.468	2.65685030396465	5.67703056402703
3917	YMR175W	240	39	0.24	1.36338370861344	5.680765452556
3447	YPR153W	418	68	0.418	2.37718185091574	5.68703792085105
3071	YPL171C	1203	196	1.203	6.85187709969831	5.69565843698945
6731	YIL132C	642	105	0.642	3.67064844626695	5.71752094434104
4624	YNL331C	1131	185	1.131	6.46733297675606	5.71824312710527
3932	YMR187C	1296	212	1.296	7.41121400579613	5.71852932545998
183	YDL085W	1638	268	1.638	9.3688931771385	5.71971500435806
6444	YHR048W	1545	253	1.545	8.84451482767179	5.72460506645424
576	YDR246W-A	201	33	0.201	1.15363236882676	5.73946452152615
7088	YCR038C	1929	317	1.929	11.0818624520631	5.74487426234478
7140	YCR089W	4830	794	4.83	27.7570939651044	5.74681034474211
3902	YMR163C	2118	349	2.118	12.2005362642587	5.76040427963112
1463	YOR284W	732	121	0.732	4.22998535236477	5.77866851415952
3010	YPL223C	507	84	0.507	2.93651875701356	5.79195021107211
435	YDR125C	1362	226	1.362	7.90063379863172	5.80075902983239
1032	YOL084W	2976	494	2.976	17.2695269757702	5.80293245153569
2418	YLR067C	2898	483	2.898	16.884982852828	5.82642610518563
6528	YHR109W	1758	293	1.758	10.2428570929163	5.82642610518564
3637	tP(UGG)M	36	6	0.036	0.209751339786683	5.82642610518564
7224	tP(UGG)F	36	6	0.036	0.209751339786683	5.82642610518564
5135	YJL193W	1209	202	1.209	7.06162843948499	5.84088373820098
1535	YOR343W-B	4019	673	4.019	23.5271086127396	5.85397079192326
2414	YLR063W	1098	184	1.098	6.43237442012494	5.85826449920304
7031	YCL002C	750	126	0.75	4.40477813552034	5.87303751402712
5095	YNR076W	363	61	0.363	2.13247195449794	5.87457838704667
2235	YGR269W	327	55	0.327	1.92272061471126	5.87987955569193
6686	YIL169C	2988	503	2.988	17.5841539854502	5.88492435925377
1139	YOR005C	2835	479	2.835	16.7451486263035	5.90657799869613
6806	YIL071C	1335	226	1.335	7.90063379863172	5.91807775178406
5522	YJR136C	1266	215	1.266	7.51608967568947	5.93687968063939
1311	YOR152C	771	131	0.771	4.57957091867591	5.93978069867174
562	YDR235W	1635	278	1.635	9.71847874344964	5.94402369629947
2390	YLR042C	486	83	0.486	2.90156020038245	5.97028847815318
5706	YKL090W	1332	228	1.332	7.97055091189395	5.98389708100146
5537	YJR149W	1215	208	1.215	7.27137977927167	5.98467471544994
5623	YKL162C	1209	207	1.209	7.23642122264056	5.98546006835447
5578	YKL201C	3537	606	3.537	21.184885318455	5.98950673408396
6014	YEL019C	804	138	0.804	4.82428081509371	6.00034927250461
1152	YOR013W	471	81	0.471	2.83164308712022	6.01198107668836
5075	YNR057C	714	123	0.714	4.299902465627	6.02227236082213
7050	YCR014C	1749	302	1.749	10.5574841025964	6.03629737141016
2824	YLR376C	729	126	0.729	4.40477813552034	6.04221966463696
3782	YMR066W	2697	467	2.697	16.3256459467302	6.05326138180577
2616	YLR214W	2061	357	2.061	12.4802047173076	6.05541228399206
3945	YMR194C-A	225	39	0.225	1.36338370861344	6.05948314939306
809	YDR438W	1113	193	1.113	6.74700142980497	6.061995893805
3785	YMR069W	858	149	0.858	5.20882493803596	6.07089153617245
6699	YIL156W-A	402	70	0.402	2.44709896417797	6.0873108561641
4305	YBR047W	528	92	0.528	3.21618721006247	6.09126365542135
5169	YJL162C	1752	306	1.752	10.6973183291208	6.1057753020096
2019	YGR096W	945	166	0.945	5.80312040076489	6.14086814895756
2384	YLR036C	612	108	0.612	3.77552411616029	6.1691570525495
3066	YPL175W	17	3	0.017	0.104875669893341	6.1691570525495
1137	YOR003W	1437	254	1.437	8.87947338430291	6.17917424099019
2259	YGR292W	1755	311	1.755	10.8721111122764	6.1949351067102
4885	YNL097C-B	123	22	0.123	0.769088245884504	6.25274996654068
5087	YNR069C	1470	264	1.47	9.22905895061405	6.27827139497554
938	YOL164W	1941	349	1.941	12.2005362642587	6.28569616911835
6609	YHR175W-A	150	27	0.15	0.943881029040073	6.29254019360049
156	YDL109C	1944	350	1.944	12.2354948208898	6.29397881733016
2751	YLR320W	4365	786	4.365	27.4774255120555	6.29494284354077
4717	YNL250W	3939	710	3.939	24.8205752080908	6.30123767659071
2359	YLR014C	2715	491	2.715	17.1646513058769	6.32215517711856
5940	YEL076C-A	138	25	0.138	0.873963915777845	6.33307185346265
6448	YHR050W-A	171	31	0.171	1.08371525556453	6.33751611441244
1148	YOR011W	4185	759	4.185	26.5335444830154	6.34015399833104
4645	YNL311C	2292	416	2.292	14.5427595585433	6.34500853339588
2337	YLL007C	1998	363	1.998	12.6899560570943	6.35132935790506
5520	YJR135C	720	131	0.72	4.57957091867591	6.36051516482765
4832	YNL142W	1500	273	1.5	9.54368596029407	6.36245730686271
